id,SUBURB,BOX-CODE,STR-CODE,AREA
2148,BRYANSTON EXT 43,2060,2191,JOHANNESBURG
2149,BRYANSTON UIT 43,2060,2191,JOHANNESBURG
2150,BRYANSTON EXT 45,2060,2191,JOHANNESBURG
2151,BRYANSTON UIT 45,2060,2191,JOHANNESBURG
2152,BRYANSTON EXT 48,2060,2191,JOHANNESBURG
2153,BRYANSTON UIT 48,2060,2191,JOHANNESBURG
2154,BRYANSTON EXT 5,,2191,JOHANNESBURG
2155,BRYANSTON UIT 5,,2191,JOHANNESBURG
2156,BRYANSTON EXT 50,2021,2191,JOHANNESBURG
2157,BRYANSTON UIT 50,2021,2191,JOHANNESBURG
2158,BRYANSTON EXT 52,2060,2191,JOHANNESBURG
2159,BRYANSTON UIT 52,2060,2191,JOHANNESBURG
2160,BRYANSTON EXT 65,2060,2191,JOHANNESBURG
2161,BRYANSTON UIT 65,2060,2191,JOHANNESBURG
2162,BRYANSTON EXT 7,2021,2191,JOHANNESBURG
2163,BRYANSTON UIT 7,2021,2191,JOHANNESBURG
2164,BRYANSTON EXT 8,2060,2191,JOHANNESBURG
2165,BRYANSTON UIT 8,2060,2191,JOHANNESBURG
2166,BRYANSTON MANOR,,2191,JOHANNESBURG
2167,BRYANSTON SHOPPING CENTRE,2074,,JOHANNESBURG
2168,BRYANSTON WINKELSENTRUM,2074,,JOHANNESBURG
2169,BRYANSTON WEST,2060,2191,BRYANSTON
2170,BRYANSTON-WES,2060,2191,BRYANSTON
2171,BRYMAC,5380,,COFIMVABA
2172,BRYMORE,,6025,PORT ELIZABETH
2173,BRYNTIRION,,83,HATFIELD
2174,BUCCLEUCH,2066,2090,BRAMLEY
2175,BUCCLEUGH,2066,2090,BRAMLEY
2176,BUCELE,4820,,LUSIKISIKI
2177,BUCHANAN PARK,,4001,DURBAN
2178,BUCHANANA,3893,,EMPANGENI
2179,BUCILIA,,1929,THREE RIVERS
2180,BUENA VISTA,,4126,AMANZIMTOTI
2181,BUFFALO,,5201,EAST LONDON
2182,BUFFALO FLATS,5223,5209,EAST LONDON
2183,BUFFALO FLATS EXT,,5209,EAST LONDON
2184,BUFFALO FLATS UIT,,5209,EAST LONDON
2185,BUFFALO FLATS EXT 1,,5209,EAST LONDON
2186,BUFFALO FLATS UIT 1,,5209,EAST LONDON
2187,BUFFALO FLATS EXT 2,,5209,EAST LONDON
2188,BUFFALO FLATS UIT 2,,5209,EAST LONDON
2189,BUFFALO FLATS EXT 4,,5209,EAST LONDON
2190,BUFFALO FLATS UIT 4,,5209,EAST LONDON
2191,BUFFALO FLATS EXT 5,,5209,EAST LONDON
2192,BUFFALO FLATS UIT 5,,5209,EAST LONDON
2193,BUFFALO FLATS EXT 6,,5209,EAST LONDON
2194,BUFFALO FLATS UIT 6,,5209,EAST LONDON
2195,BUFFALO FLATS EXT 7,,5209,EAST LONDON
2196,BUFFALO FLATS UIT 7,,5209,EAST LONDON
2197,BUFFALO NEK,5086,,MOUNT FRERE
2198,BUFFALO PASS HEIGHTS,,5247,EAST LONDON
2199,BUFFALO TSP,,5201,EAST LONDON
2200,BUFFALO DGD,,5201,EAST LONDON
2201,BUFFELJAGS RIVER,6742,,SWELLENDAM
2202,BUFFELJAGSRIVIER,6742,,SWELLENDAM
2203,BUFFELS BOSCH,,4093,SHALLCROSS
2204,BUFFELS RIVER,8251,,SPRINGBOK
2205,BUFFELSRIVIER,8251,,SPRINGBOK
2206,BUFFELSDALE,4401,4399,TONGAAT
2207,BUFFELSDORING,5420,,DORDRECHT
2208,BUFFELSDRAAI,4340,,VERULAM
2209,BUFFELSHOEK,1360,1360,ACORNHOEK
2210,BUFFELSPOORT,284,,MARIKANA
2211,BUFFELSPRUIT,1331,,SHONGWE MISSION
2212,BUFFER STRIP,,3201,PIETERMARITZBURG
2213,BUHLANYANGA,4820,,LUSIKISIKI
2214,BUHLE PARK,1484,1428,ALRODE
2215,BUHLEBENDABUKO,3960,,HLUHLUWE
2216,BUHLEBUYEZA,4220,,HIBBERDENE
2217,BUHRMANNSDRIF,2867,2867,ZEERUST
2218,BUITENDAG,,9744,BURGERSDORP
2219,BUITENZORG VILLAGE,,7441,TABLE VIEW
2220,BUITENZORGDORP,,7441,TABLE VIEW
2221,BUITESIG,,9301,BLOEMFONTEIN
2222,BUKAZI,4810,,FLAGSTAFF
2223,BUKIMVELO,3960,,HLUHLUWE
2224,BULAWA,5160,,LIBODE
2225,BULBUL,,4092,CHATSWORTH
2226,BULGERIVIER,531,,ELLISRAS
2227,BULL HILL,8535,,JAN KEMPDORP
2228,BULLETRAP,8260,,KAMIESKROON
2229,BULTFONTEIN,120,,PYRAMID
2230,BULTFONTEIN,9670,9670,HOOPSTAD
2231,BULTFONTEIN 1,9783,,THABA NCHU
2232,BULTFONTEIN 2,9783,,THABA NCHU
2233,BULTFONTEIN 3,9783,,THABA NCHU
2234,BULTFONTEIN 4,9783,,THABA NCHU
2235,BULTIES EST,,7130,SOMERSET WEST
2236,BULTIES LGD,,7130,SOMERSET WEST
2237,BULWER,3244,,HOWICK
2238,BULWER FARM,4450,4449,STANGER
2239,BUMAZI,4810,,FLAGSTAFF
2240,BUNGENI,4813,,FLAGSTAFF
2241,BUNGENI,960,,LOUIS TRICHARDT
2242,BUNKERS HILL,,5241,EAST LONDON
2243,BUNTINGVILLE,5115,,MTHATHA
2244,BUQA,897,,GAKGAPANE
2245,BURBREEZE,4380,4399,MAIDSTONE
2246,BURFORD,3370,,LADYSMITH
2247,BURGERSDORP,850,,TZANEEN
2248,BURGERSDORP,9744,9744,BURGERSDORP
2249,BURGERSDORP,,2092,JOHANNESBURG
2250,BURGERSDORP,,2740,LICHTENBURG
2251,BURGERSFORT,1150,1150,SABIE
2252,BURGERSHOOP,,1739,KRUGERSDORP
2253,BURGUNDY EST,,7441,TABLE VIEW
2254,BURGUNDY LGD,,7441,TABLE VIEW
2255,BURGUNDY ESTATE,,7441,TABLE VIEW
2256,BURGUNDY LANDGOED,,7441,TABLE VIEW
2257,BURLINGTON GARDENS,,4093,QUEENSBURGH
2258,BURLINGTON HEIGHTS,,4093,QUEENSBURGH
2259,BURNHOLME,,6705,ROBERTSON
2260,BURNSHILL,5688,,EAST LONDON
2261,BURNSIDE,,4319,UMHLANGA ROCKS
2262,BURNWOOD,,4091,MAYVILLE
2263,BURTON PARK,,1459,BOKSBURG
2264,BURUNDI,,7100,MFULENI
2265,BUSHBUCKRIDGE,1280,1280,BUSHBUCKRIDGE
2266,BOSBOKRAND,1280,1280,BUSHBUCKRIDGE
2267,BUSHHILL,2154,,JOHANNESBURG
2268,BUSHKOPPIES,1811,1813,ELDORADOPARK
2269,BUSHLANDS,,4052,DURBAN
2270,BUSHMANS RIVER MOUTH,6190,6190,BUSHMANS RIVER MOUTH
2271,BOESMANSRIVIERMOND,6190,6190,BUSHMANS RIVER MOUTH
2272,BUSHPIG RIDGE,,4930,STUTTERHEIM
2273,BUSHWILLOW PARK,,1609,EDENVALE
2274,BUSHWILLOWPARK,,1609,EDENVALE
2275,BUSYBEES,5090,,MOUNT FRERE
2276,BUTHI,469,,SIYABUSWA
2277,BUTTERWORTH,4960,4960,BUTTERWORTH
2278,BUTTERWORTH EXT 13,4960,4960,BUTTERWORTH
2279,BUTTERWORTH UIT 13,4960,4960,BUTTERWORTH
2280,BUTTERWORTH EXT 14,,4961,MSOBOMVU
2281,BUTTERWORTH UIT 14,,4961,MSOBOMVU
2282,BUTTERWORTH EXT 15,,4960,BUTTERWORTH
2283,BUTTERWORTH UIT 15,,4960,BUTTERWORTH
2284,BUTTERWORTH EXT 2,,4960,BUTTERWORTH
2285,BUTTERWORTH UIT 2,,4960,BUTTERWORTH
2286,BUTTERWORTH EXT 23,4960,4960,BUTTERWORTH
2287,BUTTERWORTH UIT 23,4960,4960,BUTTERWORTH
2288,BUTTERWORTH EXT 24,,4960,BUTTERWORTH
2289,BUTTERWORTH UIT 24,,4960,BUTTERWORTH
2290,BUTTERWORTH EXT 6,,4960,BUTTERWORTH
2291,BUTTERWORTH UIT 6,,4960,BUTTERWORTH
2292,BUTTERWORTH EXT 7,,4960,BUTTERWORTH
2293,BUTTERWORTH UIT 7,,4960,BUTTERWORTH
2294,BUURENDAL,,1609,EDENVALE
2295,BUURENDAL EXT 1,,1609,EDENVALE
2296,BUURENDAL UIT 1,,1609,EDENVALE
2297,BUXEDENI,3938,,NONGOMA
2298,BUYAFUTHI HOSTEL,1435,,KATLEHONG
2299,BUYISONTO,1286,,BOSBOKRAND
2300,BUYSDORP,923,923,LOUIS TRICHARDT
2301,BYRNE VALLEY,3781,,RICHMOND
2302,BYRNE-VALLEI,3781,,RICHMOND
2303,C-PLACE,,6330,JEFFREYS BAY
2304,C-PLEK,,6330,JEFFREYS BAY
2305,CABA VALE,5181,,QUMBU
2306,CACHET,2524,2531,POTCHEFSTROOM
2307,CADLES,,6001,PORT ELIZABETH
2308,CAFDA,,7945,RETREAT
2309,CAFUTWENI,5000,,IDUTYWA
2310,CALA,5455,5455,CALA
2311,CALAIS,890,,LETSITELE
2312,CALEDON,7230,7230,CALEDON
2313,CALEDON SQUARE,7905,,CAPE TOWN
2314,CALEDONPLEIN,7905,,CAPE TOWN
2315,CALEDONPARK,,9730,FICKSBURG
2316,CALIFORNIA,4993,,CALIFORNIA
2317,CALITZDORP,6660,6660,CALITZDORP
2318,CALM VALLEY,4990,,NQAMAKWE
2319,CALUZA,3217,,EDENDALE
2320,CALVINIA,8190,8190,CALVINIA
2321,CALVINIA WEST,8190,,CALVINIA
2322,CALVINIA-WES,8190,,CALVINIA
2323,CALYPSO BEACH,,7357,LANGEBAAN
2324,CAMAMA,5380,,COFIMVABA
2325,CAMBRIDGE,5206,5247,EAST LONDON
2326,CAMBRIDGE EST,,7441,MILNERTON
2327,CAMBRIDGE LGD,,7441,MILNERTON
2328,CAMBRIDGE LOC,5206,5247,EAST LONDON
2329,CAMBRIDGE LOK,5206,5247,EAST LONDON
2330,CAMBRIDGE WEST,5207,5247,EAST LONDON
2331,CAMBRIDGE-WES,5207,5247,EAST LONDON
2332,CAMDEN,,2355,NUCAM
2333,CAMELOT,,7580,KUILS RIVER
2334,CAMPBELL,8306,8306,KIMBERLEY
2335,CAMPBELLDORP,,2571,KLERKSDORP
2336,CAMPBELLSTOWN,4158,4068,PHOENIX
2337,CAMPERDOWN,3720,3720,HAMMARSDALE
2338,CAMPHER HEIGHTS,,6220,DESPATCH
2339,CAMPHERHOOGTE,,6220,DESPATCH
2340,CAMPHER PARK,,6220,DESPATCH
2341,CAMPHERSDRIFT,,6529,GEORGE
2342,CAMPS BAY,8040,8005,CAPE TOWN
2343,KAMPSBAAI,8040,8005,CAPE TOWN
2344,CANADA,,2093,SOWETO
2345,CANCELE,5090,,MOUNT FRERE
2346,CANDLEWOOD,119,,IRENE
2347,CANELANDS,4344,4339,VERULAM
2348,CANELANDS EXT 2,,4339,VERULAM
2349,CANELANDS UIT 2,,4339,VERULAM
2350,CANELANDS INDUSTRIAL,,4339,VERULAM
2351,CANESIDE,,4068,PHOENIX
2352,CANI,4820,,LUSIKISIKI
2353,CANNON HILL,,6229,UITENHAGE
2354,CANNON ROCKS,6186,,ALEXANDRIA
2355,CANNONVILLE,6175,,COLCHESTER
2356,CANZIBE,5144,,NGQELENI
2357,CAPE MAIL,8003,,CAPE TOWN
2358,CAPE MAIL SPEED SERVICES NETWORK,8004,,CAPE TOWN
2359,CAPE RESERVE,,183,PRETORIA WEST
2360,CAPE ST FRANCIS,6313,6312,HUMANSDORP
2361,KAAP ST FRANCIS,6313,6312,HUMANSDORP
2362,CAPE STANDS,,9307,MANGAUNG
2363,CAPE TOWN,8000,8001,CAPE TOWN
2364,KAAPSTAD,8000,8001,CAPE TOWN
2365,CAPE TOWN INT AIRPORT,7525,,CAPE TOWN
2366,KAAPSTAD INT LUGHAWE,7525,,CAPE TOWN
2367,CAPE TOWN INTERNATIONAL AIRPORT,7525,,CAPE TOWN
2368,KAAPSTAD INTERNASIONALE LUGHAWE,7525,,CAPE TOWN
2369,CAPEGATE,7562,,BRACKENFELL
2370,CAPEMAIL,8003,,CAPE TOWN
2371,CAPITAL CITY,3316,,PIETERMARITZBURG
2372,CAPITAL PARK,,84,MOOT
2373,CAPITAL PARK EXT 4,,84,PRETORIA
2374,CAPITALPARK UIT 4,,84,PRETORIA
2375,CAPRI VILLAGE,,7975,FISH HOEK
2376,CAPRICORN,,699,POLOKWANE
2377,CAPRICORN,,7945,RETREAT
2378,CAPRICORN BEACH,,7945,RETREAT
2379,CAPRICORNSTRAND,,7945,RETREAT
2380,CAPRICORN PARK,,7945,RETREAT
2381,CAPRICORNPARK,,7945,RETREAT
2382,CAPRICORN SQUARE,7948,7945,CAPE TOWN
2383,CAPRICORNPLEIN,7948,7945,CAPE TOWN
2384,CARAVELLE,7787,7798,MITCHELLS PLAIN
2385,CARENVALE,,1724,ROODEPOORT
2386,CARLETONVILLE,2500,2499,CARLETONVILLE
2387,CARLETONVILLE EXT 1,,2499,CARLETONVILLE
2388,CARLETONVILLE UIT 1,,2499,CARLETONVILLE
2389,CARLETONVILLE EXT 16,,2499,CARLETONVILLE
2390,CARLETONVILLE UIT 16,,2499,CARLETONVILLE
2391,CARLETONVILLE EXT 2,,2499,CARLETONVILLE
2392,CARLETONVILLE UIT 2,,2499,CARLETONVILLE
2393,CARLETONVILLE EXT 3,,2499,CARLETONVILLE
2394,CARLETONVILLE UIT 3,,2499,CARLETONVILLE
2395,CARLETONVILLE EXT 4,,2499,CARLETONVILLE
2396,CARLETONVILLE UIT 4,,2499,CARLETONVILLE
2397,CARLETONVILLE EXT 5,,2499,CARLETONVILLE
2398,CARLETONVILLE UIT 5,,2499,CARLETONVILLE
2399,CARLETONVILLE EXT 6,,2499,CARLETONVILLE
2400,CARLETONVILLE UIT 6,,2499,CARLETONVILLE
2401,CARLETONVILLE EXT 7,,2499,CARLETONVILLE
2402,CARLETONVILLE UIT 7,,2499,CARLETONVILLE
2403,CARLETONVILLE EXT 8,,2499,CARLETONVILLE
2404,CARLETONVILLE UIT 8,,2499,CARLETONVILLE
2405,CARLETONVILLE EXT 9,,2499,CARLETONVILLE
2406,CARLETONVILLE UIT 9,,2499,CARLETONVILLE
2407,CARLSRHUE,616,,NKWE
2408,CARLSWALD,1685,1684,HALFWAY HOUSE
2409,CARLTON CENTRE,2173,2001,JOHANNESBURG
2410,CARLTON SENTRUM,2173,2001,JOHANNESBURG
2411,CARNARVON,8925,8925,CARNARVON
2412,CAROLINA,1185,1185,CAROLINA
2413,CAROLUSBERG,8247,,SPRINGBOK
2414,CAROLWOOD,,7975,FISH HOEK
2415,CAROUSEL VIEW,421,407,TEMBA
2416,CARRINGTON HEIGHTS,,4001,DURBAN
2417,CARTERS GLEN,,8301,KIMBERLEY
2418,CARTERVILLE,,7655,WELLINGTON
2419,CASA PALADIO,1759,,KRUGERSDORP
2420,CASABLANCA,,7140,STRAND
2421,CASARINA,,4399,TONGAAT
2422,CASCADES,3202,3201,PIETERMARITZBURG
2423,CASHAN,,299,RUSTENBURG
2424,CASHAN EXT 1,,299,RUSTENBURG
2425,CASHAN UIT 1,,299,RUSTENBURG
2426,CASHAN EXT 13,,299,RUSTENBURG
2427,CASHAN UIT 13,,299,RUSTENBURG
2428,CASHAN EXT 19,,299,RUSTENBURG
2429,CASHAN UIT 19,,299,RUSTENBURG
2430,CASHAN EXT 2,,299,RUSTENBURG
2431,CASHAN UIT 2,,299,RUSTENBURG
2432,CASHAN EXT 20,300,299,RUSTENBURG
2433,CASHAN UIT 20,300,299,RUSTENBURG
2434,CASHAN EXT 21,,299,RUSTENBURG
2435,CASHAN UIT 21,,299,RUSTENBURG
2436,CASHAN EXT 3,,299,RUSTENBURG
2437,CASHAN UIT 3,,299,RUSTENBURG
2438,CASHAN EXT 33,300,299,RUSTENBURG
2439,CASHAN UIT 33,300,299,RUSTENBURG
2440,CASHAN EXT 4,,299,RUSTENBURG
2441,CASHAN UIT 4,,299,RUSTENBURG
2442,CASHAN EXT 5,,299,RUSTENBURG
2443,CASHAN UIT 5,,299,RUSTENBURG
2444,CASHAN EXT 6,,299,RUSTENBURG
2445,CASHAN UIT 6,,299,RUSTENBURG
2446,CASON,,1459,BOKSBURG
2447,CASSANDRA,,8301,KIMBERLEY
2448,CASSANOVA,4200,,UMZINTO
2449,CASSEL,8587,8587,GANYESA
2450,CASSELDALE,,1559,SPRINGS
2451,CASSIM PARK,,2351,ERMELO
2452,CASTEEL,1370,1370,ACORNHOEK
2453,CASTLE HILL,,4037,MARBLE RAY
2454,CASTLE HILL,,6001,PORT ELIZABETH
2455,CASTLE ROCK,,7975,SIMON'S TOWN
2456,CASTLEHILL,,4037,MARBLE RAY
2457,CASTLEVIEW,,1401,GERMISTON
2458,CAT'S PASS,4960,,BUTTERWORTH
2459,CATHCART,5310,5310,CATHCART
2460,CATHEDRAL PEAK,3342,,WINTERTON
2461,CATHERINE BOOTH,3823,,ESHOWE
2462,CATHKIN PARK,3310,,ESTCOURT
2463,CATO CREST,,4091,MAYVILLE
2464,CATO MANOR,,4091,DURBAN
2465,CATO RIDGE,3680,3680,CATO RIDGE
2466,CAUVILLE,2310,2310,BETHAL
2467,CAVENDISH,,4092,MOBENI
2468,CAVERSHAM GLEN,3616,3610,PINETOWN
2469,CAWOOD,6063,,CAWOOD
2470,CE 1,,1911,VANDERBIJLPARK
2471,CE 2,,1911,VANDERBIJLPARK
2472,CE 3,,1911,VANDERBIJLPARK
2473,CE 4,,1911,VANDERBIJLPARK
2474,CE 5,,1911,VANDERBIJLPARK
2475,CEBE,4968,,BUTTERWORTH
2476,CEDAR VILLE,,7100,EERSTE RIVER
2477,CEDARVALE,,7100,EERSTE RIVER
2478,CEDARVILLE,4720,4720,KOKSTAD
2479,CEDARWOOD,3340,,WINTERTON
2480,CEFANE,5058,,ENGCOBO
2481,CEFENI,4810,,FLAGSTAFF
2482,CELTIS RIDGE,130,,PRETORIA
2483,CELTISRIF,130,,PRETORIA
2484,CELTISDAL,149,157,WIERDAPARK
2485,CELTISDAL EXT,,157,WIERDAPARK
2486,CELTISDAL UIT,,157,WIERDAPARK
2487,CELTISDAL EXT 11,,157,WIERDAPARK
2488,CELTISDAL UIT 11,,157,WIERDAPARK
2489,CELTISDAL EXT 20,149,157,WIERDAPARK
2490,CELTISDAL UIT 20,149,157,WIERDAPARK
2491,CELTISDAL EXT 25,149,157,WIERDAPARK
2492,CELTISDAL UIT 25,149,157,WIERDAPARK
2493,CENTENARY HEIGHTS,,4068,PHOENIX
2494,CENTENARY PARK,,4068,PHOENIX
2495,CENTENARYPARK,,4068,PHOENIX
2496,CENTERTON,6350,,HANKEY
2497,CENTOCOW,3266,,UMZINTO
2498,CENTRA HILL,6006,6001,PORT ELIZABETH
2499,CENTRAHIL,6006,6001,PORT ELIZABETH
2500,CENTRAL,,6229,UITENHAGE
2501,CENTRAL,5100,,MTHATHA
2502,SENTRAAL,5100,,MTHATHA
2503,CENTRAL,,8001,CAPE TOWN
2504,SENTRAAL,,8001,CAPE TOWN
2505,CENTRAL,,5201,EAST LONDON
2506,SENTRAAL,,5201,EAST LONDON
2507,CENTRAL,,2,PRETORIA
2508,SENTRAAL,,2,PRETORIA
2509,CENTRAL,3920,3880,EMPANGENI
2510,SENTRAAL,3920,3880,EMPANGENI
2511,CENTRAL,6006,6001,PORT ELIZABETH
2512,SENTRAAL,6006,6001,PORT ELIZABETH
2513,CENTRAL,,6139,CENTRAL
2514,CENTRAL CITY,199,,MABOPANE
2515,SENTRAALSTAD,199,,MABOPANE
2516,CENTRAL SECTION,,1550,TSAKANE
2517,CENTRAL WESTERN JABAVU,,1809,PIMVILLE
2518,CENTRAL WESTERN JABAVU EXT 1,,1809,PIMVILLE
2519,CENTRAL WESTERN JABAVU UIT 1,,1809,PIMVILLE
2520,CENTULI,4960,,BUTTERWORTH
2521,CENTURION,46,157,CENTURION
2522,CENTURION BUSINESS PARK,,7441,MILNERTON
2523,CENTURION COUNTRY CLUB,46,157,CENTURION
2524,CENTURY CITY,7446,7441,MILNERTON
2525,CENTURY ON LAKE,,7441,MILNERTON
2526,CENTURY PLACE,,7441,MILNERTON
2527,CERES,6835,6835,CERES
2528,CERUTIVILLE,,1491,NIGEL
2529,CEZA,3866,,NONGOMA
2530,CEZWANE,3980,,MKUZE
2531,CHACHA,5410,,LADY FRERE
2532,CHAMDOR,,1754,KAGISO
2533,CHAMPAGNE CASTLE,3310,,ESTCOURT
2534,CHAMPAGNE VALLEY,3340,,WINTERTON
2535,CHANCLIFF,,1739,KRUGERSDORP
2536,CHANCLIFF EXT 19,1740,1739,KRUGERSDORP
2537,CHANCLIFF UIT 19,1740,1739,KRUGERSDORP
2538,CHANENG,310,310,RUSTENBURG
2539,CHANTECLER,,7550,DURBANVILLE
2540,CHANTELLE,201,182,BOORDFONTEIN WEST
2541,CHANTELLE EXT 1,,182,BOORDFONTEIN WEST
2542,CHANTELLE UIT 1,,182,BOORDFONTEIN WEST
2543,CHANTELLE EXT 14,201,182,BOORDFONTEIN WEST
2544,CHANTELLE UIT 14,201,182,BOORDFONTEIN WEST
2545,CHANTELLE EXT 16,,182,BOORDFONTEIN WEST
2546,CHANTELLE UIT 16,,182,BOORDFONTEIN WEST
2547,CHANTELLE EXT 2,201,182,BOORDFONTEIN WEST
2548,CHANTELLE UIT 2,201,182,BOORDFONTEIN WEST
2549,CHANTELLE EXT 24,,182,BOORDFONTEIN WEST
2550,CHANTELLE UIT 24,,182,BOORDFONTEIN WEST
2551,CHANTELLE EXT 3,201,182,BOORDFONTEIN WEST
2552,CHANTELLE UIT 3,201,182,BOORDFONTEIN WEST
2553,CHANTELLE EXT 4,201,182,BOORDFONTEIN WEST
2554,CHANTELLE UIT 4,201,182,BOORDFONTEIN WEST
2555,CHANTELLE EXT 6,201,182,BOORDFONTEIN WEST
2556,CHANTELLE UIT 6,201,182,BOORDFONTEIN WEST
2557,CHANTELLE EXT 8,,182,BOORDFONTEIN WEST
2558,CHANTELLE UIT 8,,182,BOORDFONTEIN WEST
2559,CHARFRED,4781,,MOUNT FLETCHER
2560,CHARL CILLIERS,2301,,SECUNDA
2561,CHARLES LLOYD TSP,,5209,EAST LONDON
2562,CHARLES LLOYD DGD,,5209,EAST LONDON
2563,CHARLESTON HILL,,7646,PAARL
2564,CHARLESVILLE,,9974,JAGERSFONTEIN
2565,CHARLESVILLE,,7490,MATROOSFONTEIN
2566,CHARLO,,6070,PORT ELIZABETH
2567,CHARLO EXT 5,,6070,PORT ELIZABETH
2568,CHARLO UIT 5,,6070,PORT ELIZABETH
2569,CHARNWOOD,,4339,VERULAM
2570,CHARTWELL,2055,2191,BRYANSTON
2571,CHASE VALLEY,3231,3201,PIETERMARITZBURG
2572,CHASE VALLEY DOWNS,,3201,PIETERMARITZBURG
2573,CHASE VALLEY HEIGHTS,,3201,PIETERMARITZBURG
2574,CHASEDENE,,3201,PIETERMARITZBURG
2575,CHATSWORTH,,7354,ATLANTIS
2576,CHATSWORTH,4030,4092,DURBAN
2577,CHATSWORTH,,7300,MALMESBURY
2578,CHATTY,6062,6059,PORT ELIZABETH
2579,CHATTY EXT 17,,6059,PORT ELIZABETH
2580,CHATTY UIT 17,,6059,PORT ELIZABETH
2581,CHATTY EXT 18,,6059,SALTVILLE
2582,CHATTY UIT 18,,6059,SALTVILLE
2583,CHATTY EXT 20,,6059,PORT ELIZABETH
2584,CHATTY UIT 20,,6059,PORT ELIZABETH
2585,CHATTY EXT 21,,6059,PORT ELIZABETH
2586,CHATTY UIT 21,,6059,PORT ELIZABETH
2587,CHATTY EXT 22,,6059,PORT ELIZABETH
2588,CHATTY UIT 22,,6059,PORT ELIZABETH
2589,CHEBENG,756,,POLOKWANE
2590,CHELMSFORD HEIGHTS,,4399,TONGAAT
2591,CHELMSFORD PARK,,3610,PINETOWN
2592,CHELMSFORDVILLE,,3610,GILLITTS
2593,CHELSEA,6011,6070,EMERALD HILL
2594,CHELSEA DOWNS,,6070,WALMER
2595,CHELSEA GREEN,,7100,EERSTE RIVER
2596,CHELTONDALE,,2192,JOHANNESBURG
2597,CHEMPET,7442,7441,MILNERTON
2598,CHESTERVILLE,4138,4091,MAYVILLE
2599,CHESTERVILLE EXT 1,,4091,MAYVILLE
2600,CHESTERVILLE UIT 1,,4091,MAYVILLE
2601,CHESTERVILLE EXT 2,4138,4091,MAYVILLE
2602,CHESTERVILLE UIT 2,4138,4091,MAYVILLE
2603,CHETTYS HILL,,4399,TONGAAT
2604,CHIBINI RPA,5358,,EASTERN CAPE
2605,CHICKEN FARM,1809,,LENASIA
2606,CHIEF LUTHULI PARK,,1520,DAVEYTON
2607,CHILTERN HEIGHTS,4147,,MALVERN
2608,CHILTERN HILLS,,3629,WESTVILLE
2609,CHIPANA VILLAGE,,748,POLOKWANE
2610,CHISELHURST,,5247,EAST LONDON
2611,CHISELHURST EXT,,5247,EAST LONDON
2612,CHISELHURST UIT,,5247,EAST LONDON
2613,CHISELHURST EXT 2,,5247,EAST LONDON
2614,CHISELHURST UIT 2,,5247,EAST LONDON
2615,CHISELHURST EXT 3,,5247,EAST LONDON
2616,CHISELHURST UIT 3,,5247,EAST LONDON
2617,CHISLEHURSTON,,2196,JOHANNESBURG
2618,CHLOORKOP,1624,1619,KEMPTON PARK
2619,CHLOORKOP EXT 52,1624,1619,KEMPTON PARK
2620,CHLOORKOP UIT 52,1624,1619,KEMPTON PARK
2621,CHLOORKOP EXT 62,1624,1619,KEMPTON PARK
2622,CHLOORKOP UIT 62,1624,1619,KEMPTON PARK
2623,CHOBOZA,4310,,INANDA
2624,CHOHOCHO,1242,1242,ACORNHOEK
2625,CHOKOE,709,,KOLOTI
2626,CHOLWANE,3855,,NKANDLA
2627,CHOSENG,8631,,PUDIMOE
2628,CHRIS HANI,9301,,BLOEMFONTEIN
2629,CHRIS HANI,2500,2499,CARLETONVILLE
2630,CHRIS HANI,,7655,WELLINGTON
2631,CHRIS HANI,,6506,MOSSEL BAY
2632,CHRIS HANI,1551,,TSAKANE
2633,CHRIS HANI,1519,,DAVEYTON
2634,CHRIS HANI,1949,1949,SASOLBURG
2635,CHRIS HANI,,5850,SOMERSET EAST
2636,CHRIS HANI,,6242,KWANOBUHLE
2637,CHRIS HANI EXT 4,2630,,WOLMARANSSTAD
2638,CHRIS HANI UIT 4,2630,,WOLMARANSSTAD
2639,CHRIS HANI PARK,1949,1949,SASOLBURG
2640,CHRISMAR EST,,7530,BELLVILLE
2641,CHRISMAR LGD,,7530,BELLVILLE
2642,CHRISSIEFONTEIN,1963,1961,MEYERTON
2643,CHRISSIESMEER,2332,2332,ERMELO
2644,CHRISTIANA,2680,2680,CHRISTIANA
2645,CHRISTOBURG,,183,PRETORIA WEST
2646,CHRISVILLE,,2091,JOHANNESBURG
2647,CHRISVILLE EXT 1,,2091,JOHANNESBURG
2648,CHRISVILLE UIT 1,,2091,JOHANNESBURG
2649,CHROMITE,362,362,THABAZIMBI
2650,CHROOM PARK,656,601,POTGIETERSRUS
2651,CHUENESPOORT,745,745,POLOKWANE
2652,CHURCH ON THE ROCK,4142,,CHATSWORTH
2653,CHURCHILL ESTATE,,7500,PAROW
2654,CHURCHILL LANDGOED,,7500,PAROW
2655,CHWENI,1250,,KABOKWENI
2656,CIKO,5040,,WILLOWVALE
2657,CIKO,4960,,BUTTERWORTH
2658,CINDA PARK,1463,1459,BOKSBURG
2659,CINDERELLA,,1459,BOKSBURG
2660,CINDERELLA PARK,,3201,PIETERMARITZBURG
2661,CINGCO,5170,,TSOLO
2662,CINTSA EAST,5275,5275,EAST LONDON
2663,CINTSA-OOS,5275,5275,EAST LONDON
2664,CIPRO,86,,PRETORIA
